"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"ACar 20:2; [M]+","-0.06241694"," 0.48232451","-1.09951676","-0.01571472"," 0.23906027"," 0.09359784","-0.14547856"," 0.01941241"," 0.01662302","-0.16173903","-0.19094564","-0.74690137","-1.90104209"," 0.11087205"," 2.51329849","-0.53874980","-0.97316231","-0.16173903","-1.57178537"," 0.12018095"," 0.18898435"," 0.07007138","-2.12418175"," 0.08251086","-0.02474916","-0.33047162","-0.49130505"," 0.66959203"," 0.32503914","-0.36627048","-0.02474916","-0.45081812","-0.17499293"," 0.24508251","-0.21922565"," 0.46585832"," 0.26128644"," 0.59115163","-0.42079424","-0.08046326","-0.55292959","-1.76090399","-1.32602431","-1.21441054","-0.31437717","-1.36339581","-0.49886203"," 0.15049622","-2.58366038","-0.84022419"," 0.08251086","-0.14778869","-0.11455459","-0.23360609","-0.38642726","-0.13350615","-1.58640476","-0.08729062","-0.23897966"," 1.11758606"," 0.28344883","-0.58275683","-0.77588621"," 0.27895604"," 0.19472158","-0.66218174","-1.18707148","-0.41703086"," 0.03360328","-0.58275683","-0.70783301"," 0.21156149"," 0.52069301"," 1.13758336"," 1.80731144"," 0.50376529"," 1.48771113"," 1.96164278"," 2.21496367","-0.53080901"," 2.41582251"," 1.50398497"," 0.97798128"," 1.22949310"," 0.36062889"," 1.08113503"," 2.35150089"," 2.22749611"," 1.66002469","-0.16173903"," 0.77715085"," 0.56210716"," 2.41582251","-4.77602535"
"ACar 20:4; [M]+"," 0.33076130"," 0.69912462","-0.78091845"," 0.04790621"," 0.22588843","-0.84645285"," 0.07730544"," 0.23259307","-0.89545501","-0.27795355","-0.09452082","-0.31679709","-0.05093568"," 0.69912462","-0.39620481"," 0.33870426"," 0.40458591","-1.04037831"," 1.45777118","-0.74957629","-0.22548984"," 0.08499704"," 0.01193406"," 0.01193406"," 1.63161482"," 1.05987137"," 0.74689481"," 1.49643733"," 0.56890322"," 1.55110076"," 0.68658061"," 1.25333958"," 0.21248548","-0.16562498"," 0.09221853"," 0.63093577"," 0.21924755"," 1.35416824"," 0.70624152","-0.11485980"," 0.49339295"," 0.80326844","-0.13686921"," 0.83213185"," 0.35423640"," 0.16532535","-0.27451154","-0.55436481","-0.20150549"," 0.39000691","-0.23444101","-0.78645032"," 1.26918616","-0.57199705"," 0.64469269","-0.55436481"," 0.36123753","-0.22548984","-0.25446793"," 1.21567621"," 0.18575480","-0.86807006"," 0.09960684"," 1.08041301"," 0.19267067","-1.18259751","-0.13686921"," 0.17808762"," 0.08499704"," 1.20880496"," 0.70624152","-0.10736234","-0.67078015","-0.52476635"," 0.46527179","-1.48351377"," 0.73444658","-0.03090182","-0.34304340","-1.88820058"," 1.20880496"," 0.03883523","-3.34132086","-0.74244906","-0.51825178","-1.69055480"," 0.59631056","-0.56324751","-1.33525145","-1.46422625","-0.12943095","-1.75116902"," 0.37558091","-1.99601443"
"ACar 22:0; [M]+"," 0.53307298","-0.38678185"," 0.70726514","-3.68599891","-1.86844806","-0.52361165","-0.26010372","-0.72136968","-0.43492778","-0.34756556","-0.89217873"," 1.29756275","-2.16831324","-1.39109076","-0.64733070","-0.26010372","-1.67646586","-0.57339057","-0.88511721","-1.65810645"," 0.25000565","-0.67631171","-2.06379263","-0.93206942","-1.76907797"," 0.52582883","-0.32778867"," 0.92359898"," 0.25421966","-0.09754999","-0.13839626","-0.54499258","-2.06379263","-0.35123018"," 0.84854571"," 0.06420741"," 0.12064537","-1.73713727","-1.81301842"," 0.35410430","-1.04155366","-0.87810028","-1.74604106"," 0.16318279","-0.58467353"," 0.09336054"," 1.00023212","-0.92326312"," 0.22760729"," 0.40264747"," 0.13975117","-0.33223259"," 0.18093130","-0.18978011","-1.17194064"," 0.31026174","-0.31015324","-0.60764459","-1.40819833","-2.64139503","-0.77696817","-0.16463492"," 0.47806953"," 0.10201600","-1.62772579"," 0.41012390"," 0.46836599","-0.53438053"," 1.11067386","-0.23341439"," 0.32816145","-1.17605114"," 1.47135084"," 1.60914470"," 3.16768556"," 1.06096693"," 3.38582707"," 2.50106807"," 1.16784845"," 0.85493053"," 2.88184761"," 1.86698227"," 0.43753132"," 1.30295267"," 1.72255568"," 1.37131159"," 2.01498179"," 1.84544020"," 1.00023212"," 1.31411398"," 2.38496505"," 1.72255568"," 0.93178176","-0.06630253"
"ACar 22:1; [M]+","-0.615110130","-0.622291634","-2.299477956","-1.068206100","-0.355448030","-0.886644681","-2.299477956","-0.474153472","-2.544343843","-1.995421756","-0.381830137"," 0.310029604"," 0.215902720"," 0.646424221","-0.657473483","-1.808055702"," 0.468450501","-0.557284080"," 0.713771457"," 0.117318400"," 0.169532298","-0.265629855"," 0.276323802","-0.958144726","-0.386686056","-1.248488327","-1.413589780","-0.091138601","-0.355448030"," 0.927761382","-0.018755078","-1.394985211","-1.394985211","-0.041226516"," 0.099639884"," 0.700361823","-1.033469300","-0.576997714","-0.297969188","-0.870986716","-1.824807478","-0.723808844","-0.474153472","-0.311341365"," 1.111715221","-1.812715944","-0.067907385","-0.998232851","-2.468481514","-0.432467189","-0.243602721","-0.314527981"," 0.378807362","-0.615110130","-0.023073841","-0.732199587","-0.006200063"," 0.416434082","-0.359588977"," 1.068895916"," 0.209305245","-1.488531753"," 0.611881055","-1.476281708"," 0.339744409","-1.636498100","-1.476281708"," 0.335829329","-1.405538855","-1.745149758"," 0.117318400","-0.014453358"," 1.834194782"," 1.647233123"," 2.605859346"," 1.540509586"," 2.999640439"," 3.008767670"," 1.540509586"," 1.136126046"," 2.656039617"," 1.540509586"," 1.581460004"," 1.125156892"," 1.529234785"," 1.611381629"," 2.463920840"," 2.394998754"," 1.717204467"," 0.551787583"," 2.567706034"," 1.934628735"," 2.016173197","-1.673815963"
"ACar 22:2; [M]+"," 0.645170713","-0.022301127","-0.118319545","-0.632377100","-2.993689387","-2.254757609"," 1.068088239","-1.345884489","-0.343454946"," 0.557793159","-1.535968366"," 0.145796944","-0.507656670","-3.370106909"," 0.891547291"," 1.146146305","-0.511598692"," 0.608762265","-0.448925300","-1.500146179","-0.082699927"," 0.622678585","-2.842495757","-2.041554251"," 0.233516486","-0.258080755","-0.858973007","-1.765542237","-0.699511817","-0.002742624","-0.118319545","-0.532617536","-0.002742624"," 0.845889901","-0.353301001"," 0.675236350","-0.160365816","-1.663361521","-0.786126781","-0.989010646","-1.147712431"," 1.155398167","-3.750258414"," 0.355834903"," 0.535324238","-1.488101745"," 0.074665716","-1.323197623"," 0.411390377","-1.108012685","-2.229253472","-1.169961930"," 1.081578136"," 1.002878915","-0.500476745","-0.694781732","-0.168475846"," 1.060716868"," 0.528828328","-0.536145978"," 0.154831794"," 0.572388580"," 1.274145243","-2.105681612","-1.488101745","-3.324267185"," 0.371559549"," 0.206768381"," 1.405405391","-2.128004817","-1.023188116","-0.637871611"," 1.254451810"," 1.647495155"," 2.212538229"," 1.673035711"," 2.031282372"," 2.440629446"," 1.519101389"," 1.060716868"," 2.378098981"," 1.460287113"," 1.706012874"," 1.279102363"," 1.489322729"," 1.807442952"," 2.302325974"," 2.136793127"," 1.718637531"," 0.371559549"," 1.957187464"," 1.556390970"," 1.792641220"," 0.138731200"
"ACar 24:1; [M]+","-0.046710315"," 0.641787545"," 0.842350108","-0.083663199"," 0.807507587","-0.209844331","-1.198814988","-0.003713730"," 0.658374525"," 0.229520177","-1.528866255","-0.302170783","-0.450594753","-0.366869650"," 0.329534185","-2.570131569"," 0.069055969"," 0.229520177","-0.686574959","-1.619140777"," 0.189857796","-1.068039950","-2.014849235","-0.209844331"," 0.146158488"," 0.468436007","-0.142233531"," 0.368991823","-0.016229761"," 1.049199641"," 0.203159148"," 0.186189198","-2.138601456"," 0.526308040"," 0.319418814"," 1.318345095"," 1.383537564"," 1.059484957"," 0.939527236"," 0.386525699","-0.236952722","-1.654999951","-0.810036556","-0.491054287"," 0.615817152"," 0.246772392"," 0.563707402"," 0.005159653","-0.746683521"," 0.259795611"," 0.588370489","-0.147020601"," 0.468436007"," 0.854441133"," 0.035642785"," 0.406069177"," 0.348040930"," 1.468426622","-1.730361693","-1.569441234"," 0.137458509"," 0.551566446"," 0.055620545","-2.613348753"," 0.395156602","-0.379182325","-0.724572878","-1.964872578","-0.704167835","-0.083663199","-2.882888582"," 0.167429044"," 1.447755449"," 0.854441133"," 2.392787339"," 0.560400385"," 2.861856754"," 2.255130268"," 0.641787545"," 0.412619071","-3.158996851"," 0.896981817"," 0.581735866"," 0.251606537"," 1.174099185","-2.474565190"," 1.366859638","-2.975079387"," 0.431112642"," 0.146158488"," 1.776827567"," 0.815211848"," 0.615817152"," 1.000892751"
"ACar 26:4; [M]+"," 0.651733862","-3.327597497"," 1.055109147","-0.386446039","-0.591804441"," 0.625988884","-0.097601896","-1.943746213","-0.071703469"," 1.556137946","-0.847335637","-1.712151540","-0.847335637"," 0.697368244","-2.028173863"," 0.637940204"," 0.957886451","-0.556124525","-0.462173544","-0.623740655","-1.181172084","-0.420003248"," 0.066477366","-1.712151540"," 0.199937121","-1.712151540","-0.991214377"," 0.450832279","-0.352885209"," 0.157201460","-0.142658513","-0.303451497"," 0.543759255"," 1.524743252","-0.436347655","-1.870370651"," 0.002586405","-0.698997514","-0.452971002","-1.479035247","-0.104660419","-1.668336892","-0.436347655"," 0.192423399"," 1.519573219","-0.404371531"," 1.382313949","-0.556124525","-0.520706483","-3.720998424","-0.916652105","-0.847335637"," 1.051297589","-0.945692758","-1.250197565","-0.052168653","-0.025331710","-0.333949309"," 1.141337234","-3.720998424","-0.412156033","-0.320713318"," 2.214099934"," 0.330545378"," 0.632263138","-3.720998424"," 1.203501709","-0.471463857","-0.650084627","-1.308106305","-1.756105667","-0.847335637"," 1.592844053"," 1.016554281"," 2.719754673","-0.386446039"," 3.944417043"," 2.506123179"," 1.476209401"," 0.610599613"," 2.114220798"," 1.546967772","-0.173800299"," 0.543759255"," 1.748156819"," 0.498125819"," 1.110343676","-0.793575399"," 0.527045263"," 0.913717085"," 1.964649309"," 1.491660010"," 1.044914439"," 5.428882817"
"ACar 26:5; [M]+"," 0.24602116","-1.32426583"," 0.40082635"," 0.58140473"," 1.85305724"," 0.04072767","-0.10097242"," 0.16334572","-0.40312235"," 1.42272721"," 1.19734100","-0.02708461"," 0.78703123"," 0.81868203"," 7.68281137","-0.22688693"," 0.24602116","-0.39002236"," 1.06912713"," 0.67920738"," 0.71238465"," 0.82524856"," 0.56028802"," 0.43137066","-1.19378212"," 1.43193454"," 0.22776377","-0.13243729","-0.19326676","-2.15931682","-0.39002236","-1.75206177"," 1.77776582","-0.49082701","-0.74361875"," 1.13247980","-1.75206177","-0.58308052"," 0.57414342"," 0.40082635","-1.59089042","-0.33535820","-1.19378212"," 0.13204760","-0.55485987","-1.48847362"," 1.00672283"," 1.12712623","-1.32426583"," 1.11355885","-0.69160511","-0.88414241"," 0.56683423"," 1.20196894","-0.47762475"," 1.09654637","-2.30356783","-0.13243729","-1.75206177","-3.32708414"," 1.59320566","-1.32426583"," 0.17219493","-0.27968828","-0.74361875"," 0.21260529"," 0.02037046"," 0.39392617"," 1.19734100"," 0.06939579","-0.21335702","-0.84979097","-1.02861186","-0.19326676"," 0.11483022","-0.56888040"," 0.26239199","-1.25332458","-0.07639208","-0.41637899","-0.14462631"," 0.92461485","-0.21335702","-0.94196981"," 0.43137066"," 0.22776377","-0.94196981","-0.02708461","-0.80130553"," 0.13204760","-0.12038082","-1.12770508","-1.32426583"," 3.24982299"
"BMP 36:2; BMP 18:1-18:1; [M+NH4]+","-1.73680030","-0.73818847"," 1.73684908"," 1.54282631"," 1.36855728"," 1.53611669"," 1.42159748","-1.74872152","-2.66753060"," 0.29686492","-1.20945948"," 2.17948990","-2.51956209","-2.29162793","-1.92274578","-0.58304543"," 1.54282631","-1.80713044","-0.40851104"," 0.27580108","-1.20945948","-0.96023621","-2.36836077","-1.37622062"," 1.97469108"," 1.66244108"," 1.71675901"," 1.73020244"," 1.62002929"," 2.26767485"," 1.64850994"," 2.03737162","-1.44712867","-1.76690467","-2.30298863","-3.45295082","-0.11006263","-0.69676654","-0.57069349"," 1.46917928","-2.93971728","-1.74501611","-1.98028243","-2.69587221"," 0.27240085","-0.55410784","-0.52431412","-1.23328518","-3.06042355","-1.35038181"," 1.63061342","-2.29728820"," 1.65223562"," 1.66618886"," 1.26950917"," 1.41507587","-0.94190727"," 1.90083167","-2.45071451","-2.04797875","-2.46364431"," 1.63375228","-0.05013819","-2.75548987","-0.55056860","-0.59523145"," 0.39010221","-2.96047664","-1.50645479","-1.32831528"," 0.09386864","-1.09225242","-0.79459612"," 3.07510964"," 2.66700676"," 1.84900311"," 2.69520619"," 2.33358890"," 2.10643097"," 1.50428034","-0.68613761"," 1.93502807"," 1.93502807"," 1.76234052","-0.16174357"," 2.30342753"," 2.60972102","-0.29338267","-0.17161822","-0.53118982"," 2.86226010"," 1.72348497","-0.74834201"," 3.09168398"
"BMP 36:3; BMP 18:1-18:2; [M+NH4]+","-1.63980321","-0.69449075","-0.82450552","-1.95723249","-0.13208806","-0.52813534","-2.44883730","-0.58014624","-1.24603788","-0.90432058","-1.12330913"," 0.24491634","-0.83756353","-1.31259283","-0.57681794","-0.94979926","-1.25890146","-0.71516142","-1.08960414","-0.36195114","-1.45783208","-1.46673735"," 0.11928861","-1.42177042","-1.19840030","-0.50680967"," 0.80513862"," 0.42596097"," 0.51918227"," 0.16207514","-0.71971644","-0.78641348","-1.41249917","-1.54614980","-1.01551729","-0.68362744","-0.77415934","-2.59346335","-1.36018004","-0.41997587","-1.07711035","-1.51975840","-2.00705082","-0.24857071","-0.30339532","-0.37011967","-1.83064370","-0.37339928","-1.71801504","-0.62263474","-1.25890146","-0.10356709","-0.03466758","-1.15478090","-0.61704190","-1.62672150","-0.09123464","-0.07798160","-0.49363058","-1.83064370","-0.62826805"," 0.19427314","-0.61158632","-1.86901651","-1.51975840","-1.01551729","-4.26731820","-0.90432058","-1.36948948","-1.08960414","-1.86901651","-0.38436350"," 2.86608730"," 3.04242467"," 3.22984046"," 3.02147382"," 0.82391520"," 3.50497641"," 3.44212820"," 3.13303665"," 3.19493677"," 3.16661734"," 2.89493264"," 3.06887338"," 2.84994826"," 3.19160174"," 3.22618020"," 3.85186331"," 2.94937808"," 2.39999491"," 2.87866303"," 2.97185823"," 3.40571348"," 3.84739907"
"BMP 36:4; BMP 18:2-18:2; [M+NH4]+","-1.98601792","-2.80646178","-0.14011199","-0.50675552"," 0.01180827","-1.42180485","-0.53867562"," 0.12616427","-0.58199374","-0.14011199"," 0.07770652","-0.23015076","-0.18864690","-0.73420571"," 0.04878500","-0.52269811","-0.49278436","-1.15159884","-0.53867562","-0.06968472","-1.78454497","-1.52018281","-3.49488174","-1.13725128","-0.93350243","-0.27787177","-0.30540319","-1.40014466","-0.61772687","-0.95343554"," 0.36599771","-0.24215889","-0.69783762"," 0.09227538","-0.87509718","-1.30913179","-1.08027643","-0.55986219","-0.65191409","-0.61772687","-0.03812926"," 0.10249360","-1.23106057","-0.84409417"," 0.13153394","-2.22970383","-2.47257126","-1.23106057","-0.06968472","-1.42180485","-1.23106057","-0.32700123"," 0.11637722","-2.06841768"," 0.17657644","-2.47257126","-0.49974184","-0.49974184","-0.79026595","-1.15159884"," 0.82269568","-0.08332834","-0.61772687"," 0.33983641","-1.47355259"," 0.08246665"," 0.07770652","-0.04843352"," 1.36844291","-1.91076509"," 0.96366194","-3.14423204","-0.59847696"," 2.51970146"," 2.51970146"," 0.53894771"," 1.85725121"," 2.80221780"," 3.23018388"," 2.32021668"," 2.79047701","-0.55986219"," 2.09086382"," 2.59666882"," 2.55328766"," 2.81153980"," 2.89654699"," 3.04596664"," 2.57682931"," 1.79096603"," 2.17437865"," 2.29401136"," 2.96695813"," 6.24297191"
"BMP 38:5; BMP 18:1-20:4; [M+NH4]+"," 0.5952624","-0.2628812","-1.5275236","-0.5183217","-1.0555693","-0.4800027","-1.0207111","-0.7352608","-0.9618779","-1.1664554"," 0.2827404","-0.6662970","-1.5275236"," 0.1670691","-0.7821220"," 0.1887521","-0.1950706","-0.1015880","-0.1685238","-0.1015880","-2.1269508","-0.6662970","-0.8967777"," 0.0152626","-1.6187226","-0.1916297","-0.2332139","-0.6940278","-1.7894393"," 0.1970505","-1.1769198"," 0.0640768","-1.3926809","-0.9042878","-1.7894393"," 1.0293814","-0.1493289","-0.4278695","-2.2764674"," 0.3389834","-1.5074440","-0.6254506","-0.9218634","-1.3506986","-0.3956442","-2.1269508","-0.1916297","-0.8491271","-1.1218203","-1.8637933","-1.4391635","-2.8111373","-1.2637349","-2.5016119","-0.6506505","-0.5302068","-1.3257596","-0.8834791","-3.4493208","-0.5242423","-0.8637125","-1.3926809","-0.8491271"," 0.6432751","-1.8257580","-3.1242592","-0.3899790","-0.7891363","-1.2486793","-0.7731499","-0.6662970"," 0.1055646","-0.5544665"," 2.9838199"," 3.1212896"," 2.4858374"," 2.5507987"," 3.2795143"," 3.0324170"," 2.4858374"," 3.6103910"," 3.0673406"," 2.1574926"," 3.2602153"," 2.5973540"," 3.0354836"," 3.4575575"," 3.4738353"," 2.9078393"," 2.4579393"," 2.9290358"," 2.6792277"," 3.7042178"," 3.5114807"
"BMP 38:6; BMP 18:2-20:4; [M+NH4]+","-0.85761433"," 0.38386522","-1.31973033","-0.09832072","-1.63741468","-0.37182443","-0.36473657","-1.07202034","-0.78842134"," 0.52141355","-1.63741468"," 0.08875261","-0.46101547"," 0.42881449","-2.09215252","-1.11828193","-1.00575132"," 0.19156288"," 0.53698299","-0.00717589"," 0.22591631","-1.07202034","-2.49448806"," 0.32534614"," 0.13137870","-0.37896939","-1.00575132","-0.53539589","-0.39385112","-0.55717732","-0.07697139"," 0.02472511","-0.94331663","-1.36736395","-1.63741468","-2.00595385","-2.09215252","-0.58846052","-2.68132122","-0.83117256","-0.70839729","-0.81981255","-2.34024600"," 0.17865048","-0.18250180","-0.34841525","-0.85761433","-1.36736395","-0.67672715","-0.36473657","-0.55717732"," 0.13137870","-2.00595385","-0.97619246","-0.21251207","-1.92739580","-1.15177151","-0.14225959","-0.40898682","-0.39385112"," 0.20140054","-1.63741468","-0.54621974","-0.06860240"," 0.56766589","-0.68720706","-0.50290902","-1.04453939","-1.36736395","-0.05512751","-1.31973033","-0.63299613","-1.00575132"," 3.08158565"," 1.16655609"," 0.90357537"," 1.09104053"," 1.62097488"," 3.23843098"," 2.32708871"," 3.51636193"," 2.81780815"," 2.39712404"," 1.10936901"," 2.65679616"," 2.81272372"," 0.05275129"," 3.20542344"," 3.41156025"," 2.28529458"," 1.34122641"," 2.54205791"," 3.73674473"," 6.55108481"
"BMP 40:6; BMP 18:1-22:5; [M+NH4]+","-0.744290073","-1.338527381","-1.376798864","-2.141751579"," 0.009243862","-0.466303162","-1.799885478","-0.189077030","-1.584456090","-0.053862503","-1.767557414","-1.430380282","-2.940523986","-0.864204653","-0.174608727","-1.229477064","-0.748194799","-1.203975848","-1.156043126"," 0.081650293","-0.949630650","-0.642109257","-1.012378798"," 0.920092208","-2.641888527","-0.804650817","-1.345885577","-0.095279345"," 0.089093971"," 0.489526538","-0.326948488","-0.078595496","-1.265194303","-0.184735117"," 0.454766942"," 0.024310942","-1.203975848"," 0.255255584"," 0.053491320","-1.674244189","-0.320400270"," 0.382048703","-0.555815060"," 0.613906956"," 0.045190684","-0.032166365"," 1.194544274"," 0.160346074","-0.132287878","-0.852200457"," 0.393168927"," 0.203173548","-2.641888527","-0.370998447","-2.705869727","-0.124384627","-2.774672707","-0.021830444","-1.189336000"," 0.718335233"," 0.836051922"," 0.962945194","-1.156043126","-0.036073738","-0.696286417"," 0.446647628","-1.506980552"," 0.040861620","-0.505641387"," 0.808068405","-1.960932462"," 0.096869010","-1.174460428"," 2.773037928"," 3.535739087","-0.696286417"," 0.780127152"," 3.111418896"," 3.003549787"," 2.299226767"," 3.396867160"," 2.247370914","-0.691582419"," 3.272192157","-0.631813233"," 2.526973764"," 3.713878220"," 3.506165865"," 2.765328385"," 2.095718545","-0.852200457"," 2.859262010"," 3.473490553"," 0.425648594"
"BMP 40:7; BMP 18:2-22:5; [M+NH4]+","-0.49272471","-0.12666960","-1.17116225","-0.60424651","-1.13073338","-0.56797458"," 0.37552145","-2.17421482","-0.25284212"," 0.12832055","-1.52992681","-2.44748401","-0.07879105","-2.17421482","-1.08292034"," 0.05155822","-0.21787910","-0.92194855"," 0.13198022","-0.15634444","-0.56034322","-0.19626263","-1.52992681","-0.50850664","-0.64997277"," 0.82517895","-0.75329268","-2.17421482","-1.29393892","-0.08889736","-1.10494167","-2.57691531","-0.02634658","-0.33717278","-0.03106374"," 0.70264695","-0.98518476"," 0.12832055","-0.84479985","-0.39010661","-1.02265171"," 0.18821150","-0.87893942"," 0.04209211","-0.35452213","-1.15308404","-1.68330843","-0.81643652","-0.64997277","-0.99563424","-1.43495387","-0.48404671","-2.57691531","-0.67837155"," 0.65778083","-2.90960537","-0.81643652","-1.45260171","-1.38499260"," 0.25950706","-0.80075955","-2.01712905","-1.52992681","-1.32636183","-2.90960537","-0.33717278","-1.65518703"," 0.40012156"," 1.12691169","-2.57691531"," 0.40455183"," 0.56590190"," 2.20240855"," 2.81547823"," 2.83915025"," 1.92904988"," 2.60059862"," 3.02371359"," 3.25652674"," 2.61116358"," 3.59431267"," 2.79985419"," 2.34028669"," 2.88454388"," 2.59585399"," 2.69397773"," 0.86121017"," 3.50330822"," 2.83592939"," 1.62173950"," 2.12464008"," 2.40699844"," 3.59431267"," 0.50383239"
"BMP 40:8; BMP 20:4-20:4; [M+NH4]+","-1.24648179","-0.88653203"," 0.17711671"," 0.72259741"," 0.53286382","-0.56450039","-0.52050056"," 0.68552314","-1.91418304"," 0.82292367","-0.76499871"," 0.29658105","-0.52050056","-0.39053949"," 0.52489077","-3.32728796","-2.63819972","-1.99062014"," 0.59624467","-1.70450735"," 0.24128313","-0.34530548","-1.15788778","-0.87286871","-0.80839144","-1.37406129"," 1.82726191"," 1.10408497","-2.07431665","-0.47388709","-0.66601426"," 0.43565105","-1.41752787","-0.29138476"," 0.36063482","-2.15243013","-0.01729462"," 1.06350066","-3.16706144","-0.94178768","-0.94178768","-0.94178768","-0.11566460"," 0.10558178"," 0.04243277","-0.29928258"," 0.95357035","-0.71910776","-0.20712034"," 0.39840991","-0.53465283","-0.96184838","-0.48807812","-1.62687940","-1.09580642"," 0.36858633","-1.01058911"," 0.39840991"," 1.07117688","-1.91418304","-1.07062471","-0.80839144","-0.14613547"," 0.32637899","-1.57388547","-0.36913750"," 0.08798629","-1.24648179","-0.17733449"," 0.34764148","-0.02254336","-1.22378179"," 2.44903513","-1.37406129","-0.98429697","-0.94178768"," 2.83727990","-0.80839144"," 2.95736655","-2.82397558"," 3.72979448"," 2.81672059","-0.06957768","-1.07062471"," 2.72458115"," 2.50602723"," 3.06562261"," 3.27244632"," 2.62382238"," 1.70981379"," 2.14089630"," 2.32250694"," 3.17178277"," 5.97786161"
